file,timestamp,line,event_type,total_tokens,input_tokens,cached_input_tokens,output_tokens,uncached_input_tokens,delta_total_tokens,delta_cached_input_tokens,delta_uncached_input_tokens
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:10.713Z,243,event_msg,3008944,2983040,2751744,25904,231296,2899784,2644864,229540
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:10.713Z,243,event_msg,109900,109467,107904,433,1563,-2899044,-2643840,-229733
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:16.385Z,247,event_msg,3119331,3093306,2860672,26025,232634,3009431,2752768,231071
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:16.385Z,247,event_msg,110387,110266,108928,121,1338,-3008944,-2751744,-231296
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:22.915Z,251,event_msg,3229998,3203842,2970112,26156,233730,3119611,2861184,232392
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:22.915Z,251,event_msg,110667,110536,109440,131,1096,-3119331,-2860672,-232634
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:30.178Z,254,event_msg,3340848,3314581,3080064,26267,234517,3230181,2970624,233421
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:30.178Z,254,event_msg,110850,110739,109952,111,787,-3229998,-2970112,-233730
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:37.840Z,260,event_msg,3452022,3425563,3190016,26459,235547,3341172,3080064,234760
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:37.840Z,260,event_msg,111174,110982,109952,192,1030,-3340848,-3080064,-234517
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:50.258Z,266,event_msg,3565253,3538393,3300480,26860,237913,3454079,3190528,236883
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:50.258Z,266,event_msg,113231,112830,110464,401,2366,-3452022,-3190016,-235547
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:58.916Z,272,event_msg,3679052,3651896,3412480,27156,239416,3565821,3302016,237050
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:31:58.916Z,272,event_msg,113799,113503,112000,296,1503,-3565253,-3300480,-237913
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:02.532Z,275,event_msg,3792957,3765741,3525504,27216,240237,3679158,3413504,238734
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:02.532Z,275,event_msg,113905,113845,113024,60,821,-3679052,-3412480,-239416
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:22.671Z,281,event_msg,3908488,3880753,3638528,27735,242225,3794583,3525504,241404
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:22.671Z,281,event_msg,115531,115012,113024,519,1988,-3792957,-3525504,-240237
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:40.766Z,287,event_msg,4024929,3996441,3752576,28488,243865,3909398,3639552,241877
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:40.766Z,287,event_msg,116441,115688,114048,753,1640,-3908488,-3638528,-242225
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:46.366Z,290,event_msg,4141477,4112928,3867648,28549,245280,4025036,3753600,243640
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:32:46.366Z,290,event_msg,116548,116487,115072,61,1415,-4024929,-3752576,-243865
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:07.349Z,297,event_msg,4260042,4230583,3983232,29459,247351,4143494,3868160,245936
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:07.349Z,297,event_msg,118565,117655,115584,910,2071,-4141477,-3867648,-245280
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:23.753Z,303,event_msg,4379115,4349211,4099840,29904,249371,4260550,3984256,247300
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:23.753Z,303,event_msg,119073,118628,116608,445,2020,-4260042,-3983232,-247351
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:42.450Z,308,event_msg,4498980,4468539,4217472,30441,251067,4379907,4100864,249047
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:42.450Z,308,event_msg,119865,119328,117632,537,1696,-4379115,-4099840,-249371
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:53.191Z,311,event_msg,4619150,4588454,4335616,30696,252838,4499285,4217984,251142
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:53.191Z,311,event_msg,120170,119915,118144,255,1771,-4498980,-4217472,-251067
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:59.648Z,314,event_msg,4739426,4708669,4454784,30757,253885,4619256,4336640,252114
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:33:59.648Z,314,event_msg,120276,120215,119168,61,1047,-4619150,-4335616,-252838
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:19.070Z,326,event_msg,4861561,4830052,4573952,31509,256100,4741285,4454784,255053
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:19.070Z,326,event_msg,122135,121383,119168,752,2215,-4739426,-4454784,-253885
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:38.771Z,336,event_msg,4984979,4952683,4694144,32296,258539,4862844,4574976,256324
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:38.771Z,336,event_msg,123418,122631,120192,787,2439,-4861561,-4573952,-256100
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:47.469Z,342,event_msg,5108833,5076299,4815360,32534,260939,4985415,4695168,258500
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:47.469Z,342,event_msg,123854,123616,121216,238,2400,-4984979,-4694144,-258539
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:56.226Z,349,event_msg,5232983,5200197,4937600,32786,262597,5109129,4816384,260197
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:34:56.226Z,349,event_msg,124150,123898,122240,252,1658,-5108833,-4815360,-260939
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:23.155Z,355,event_msg,5358375,5324405,5060352,33970,264053,5234225,4938112,262395
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:23.155Z,355,event_msg,125392,124208,122752,1184,1456,-5232983,-4937600,-262597
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:36.532Z,365,event_msg,5484255,5449855,5183616,34400,266239,5358863,5060864,264783
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:36.532Z,365,event_msg,125880,125450,123264,430,2186,-5358375,-5060352,-264053
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:51.211Z,369,event_msg,5611115,5576155,5307904,34960,268251,5485235,5184640,266065
rollout-2026-06-28T04-20-31-019f0d87-bb4f-71d3-84d8-f6903ec273b8.jsonl,2026-06-28T09:35:51.211Z,369,event_msg,126860,126300,124288,560,2012,-5484255,-5183616,-266239
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:07.442Z,24,event_msg,23470,23101,4992,369,18109,,,
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:07.442Z,24,event_msg,23470,23101,4992,369,18109,0,0,0
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:19.396Z,36,event_msg,56175,55312,27904,863,27408,32705,22912,9299
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:19.396Z,36,event_msg,32705,32211,22912,494,9299,-23470,-4992,-18109
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:27.388Z,38,event_msg,56175,55312,27904,863,27408,23470,4992,18109
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:27.388Z,38,event_msg,32705,32211,22912,494,9299,-23470,-4992,-18109
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:50.731Z,58,event_msg,97190,95700,32896,1490,62804,64485,9984,53505
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:44:50.731Z,58,event_msg,41015,40388,4992,627,35396,-56175,-27904,-27408
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:45:07.139Z,62,event_msg,143038,140716,73216,2322,67500,102023,68224,32104
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:45:07.139Z,62,event_msg,45848,45016,40320,832,4696,-97190,-32896,-62804
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:48:38.546Z,76,event_msg,188974,186311,113536,2663,72775,143126,73216,68079
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:48:38.546Z,76,event_msg,45936,45595,40320,341,5275,-143038,-73216,-67500
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:49:04.520Z,80,event_msg,242031,238378,158976,3653,79402,196095,118656,74127
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:49:04.520Z,80,event_msg,53057,52067,45440,990,6627,-188974,-113536,-72775
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:52:20.914Z,90,event_msg,295399,291087,204416,4312,86671,242342,158976,80044
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:52:20.914Z,90,event_msg,53368,52709,45440,659,7269,-242031,-158976,-79402
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:59:58.454Z,106,event_msg,349193,344466,257024,4727,87442,295825,211584,80173
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T18:59:58.454Z,106,event_msg,53794,53379,52608,415,771,-295399,-204416,-86671
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:09.224Z,118,event_msg,406822,401708,262016,5114,139692,353028,209408,138921
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:09.224Z,118,event_msg,57629,57242,4992,387,52250,-349193,-257024,-87442
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:32.414Z,125,event_msg,470592,464282,315136,6310,149146,412963,310144,96896
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:32.414Z,125,event_msg,63770,62574,53120,1196,9454,-406822,-262016,-139692
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:42.636Z,135,event_msg,534794,528116,377472,6678,150644,471024,324352,141190
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:42.636Z,135,event_msg,64202,63834,62336,368,1498,-470592,-315136,-149146
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:56.701Z,142,event_msg,608178,600817,440832,7361,159985,543976,378496,158487
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:00:56.701Z,142,event_msg,73384,72701,63360,683,9341,-534794,-377472,-150644
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:12.088Z,154,event_msg,682191,674243,513408,7948,160835,608807,450048,151494
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:12.088Z,154,event_msg,74013,73426,72576,587,850,-608178,-440832,-159985
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:26.584Z,164,event_msg,757601,749046,570624,8555,178422,683588,498048,177572
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:26.584Z,164,event_msg,75410,74803,57216,607,17587,-682191,-513408,-160835
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:38.084Z,168,event_msg,833741,824661,645248,9080,179413,758331,588032,161826
rollout-2026-06-28T04-56-40-019f0da8-d342-7ee2-b3c9-8e8394927c83.jsonl,2026-06-28T19:01:38.084Z,168,event_msg,76140,75615,74624,525,991,-757601,-570624,-178422
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:43:57.481Z,24,event_msg,23928,23409,4992,519,18417,,,
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:43:57.481Z,24,event_msg,23928,23409,4992,519,18417,0,0,0
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:12.185Z,32,event_msg,52330,51147,27904,1183,23243,28402,22912,4826
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:12.185Z,32,event_msg,28402,27738,22912,664,4826,-23928,-4992,-18417
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:16.905Z,33,event_msg,52330,51147,27904,1183,23243,23928,4992,18417
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:16.905Z,33,event_msg,28402,27738,22912,664,4826,-23928,-4992,-18417
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:41.740Z,53,event_msg,95789,93910,30336,1879,63574,67387,7424,58748
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:41.740Z,53,event_msg,43459,42763,2432,696,40331,-52330,-27904,-23243
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:53.143Z,63,event_msg,140553,138207,72704,2346,65503,97094,70272,25172
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:44:53.143Z,63,event_msg,44764,44297,42368,467,1929,-95789,-30336,-63574
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:45:20.199Z,67,event_msg,188526,184836,116608,3690,68228,143762,74240,66299
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:45:20.199Z,67,event_msg,47973,46629,43904,1344,2725,-140553,-72704,-65503
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:47:42.906Z,80,event_msg,236425,232334,158976,4091,73358,188452,115072,70633
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:47:42.906Z,80,event_msg,47899,47498,42368,401,5130,-188526,-116608,-68228
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:47:58.660Z,83,event_msg,293610,288738,206464,4872,82274,245711,164096,77144
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:47:58.660Z,83,event_msg,57185,56404,47488,781,8916,-236425,-158976,-73358
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:22.473Z,95,event_msg,351088,346027,262656,5061,83371,293903,215168,74455
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:22.473Z,95,event_msg,57478,57289,56192,189,1097,-293610,-206464,-82274
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:34.418Z,107,event_msg,411251,405801,319872,5450,85929,353773,263680,84832
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:34.418Z,107,event_msg,60163,59774,57216,389,2558,-351088,-262656,-83371
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:45.980Z,119,event_msg,476417,470598,379136,5819,91462,416254,321920,88904
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:50:45.980Z,119,event_msg,65166,64797,59264,369,5533,-411251,-319872,-85929
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:02.058Z,125,event_msg,542868,536883,443520,5985,93363,477702,384256,87830
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:02.058Z,125,event_msg,66451,66285,64384,166,1901,-476417,-379136,-91462
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:10.369Z,131,event_msg,612362,606092,509440,6270,96652,545911,445056,94751
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:10.369Z,131,event_msg,69494,69209,65920,285,3289,-542868,-443520,-93363
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:57.305Z,137,event_msg,684527,675869,578432,8658,97437,615033,512512,94148
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:51:57.305Z,137,event_msg,72165,69777,68992,2388,785,-612362,-509440,-96652
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:10.927Z,147,event_msg,757346,748163,647936,9183,100227,685181,578944,99442
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:10.927Z,147,event_msg,72819,72294,69504,525,2790,-684527,-578432,-97437
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:35.994Z,154,event_msg,840978,830501,720000,10477,110501,768159,650496,107711
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:35.994Z,154,event_msg,83632,82338,72064,1294,10274,-757346,-647936,-100227
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:47.972Z,162,event_msg,925180,914228,802304,10952,111924,841548,730240,101650
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:52:47.972Z,162,event_msg,84202,83727,82304,475,1423,-840978,-720000,-110501
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:01.204Z,169,event_msg,1011661,1000081,885632,11580,114449,927459,803328,113026
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:01.204Z,169,event_msg,86481,85853,83328,628,2525,-925180,-802304,-111924
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:16.406Z,181,event_msg,1098766,1086634,971008,12132,115626,1012285,887680,113101
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:16.406Z,181,event_msg,87105,86553,85376,552,1177,-1011661,-885632,-114449
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:31.776Z,191,event_msg,1187553,1174755,1057408,12798,117347,1100448,972032,116170
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:31.776Z,191,event_msg,88787,88121,86400,666,1721,-1098766,-971008,-115626
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:49.560Z,198,event_msg,1288353,1274693,1145344,13660,129349,1199566,1058944,127628
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:53:49.560Z,198,event_msg,100800,99938,87936,862,12002,-1187553,-1057408,-117347
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:03.462Z,206,event_msg,1389651,1375554,1245056,14097,130498,1288851,1157120,118496
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:03.462Z,206,event_msg,101298,100861,99712,437,1149,-1288353,-1145344,-129349
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:11.381Z,213,event_msg,1491983,1477555,1345792,14428,131763,1390685,1246080,130614
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:11.381Z,213,event_msg,102332,102001,100736,331,1265,-1389651,-1245056,-130498
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:24.409Z,225,event_msg,1594867,1579933,1447552,14934,132381,1492535,1346816,131116
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:24.409Z,225,event_msg,102884,102378,101760,506,618,-1491983,-1345792,-131763
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:42.435Z,229,event_msg,1699539,1683716,1549824,15823,133892,1596655,1448064,133274
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:54:42.435Z,229,event_msg,104672,103783,102272,889,1511,-1594867,-1447552,-132381
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:57:25.726Z,243,event_msg,1802686,1786467,1607040,16219,179427,1698014,1504768,177916
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:57:25.726Z,243,event_msg,103147,102751,57216,396,45535,-1699539,-1549824,-133892
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:00.476Z,250,event_msg,1908673,1890740,1709312,17933,181428,1805526,1652096,135893
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:00.476Z,250,event_msg,105987,104273,102272,1714,2001,-1802686,-1607040,-179427
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:14.110Z,261,event_msg,2015323,1996862,1813120,18461,183742,1909336,1710848,181741
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:14.110Z,261,event_msg,106650,106122,103808,528,2314,-1908673,-1709312,-181428
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:27.005Z,265,event_msg,2124312,2105249,1918976,19063,186273,2017662,1815168,183959
rollout-2026-06-28T04-57-31-019f0da9-9b46-7601-9c9c-8e01f1b0de23.jsonl,2026-06-28T18:58:27.005Z,265,event_msg,108989,108387,105856,602,2531,-2015323,-1813120,-183742
rollout-2026-06-28T14-19-34-019f0fac-2c1d-74a0-ad8d-7323e42c5980.jsonl,2026-06-28T19:19:56.548Z,19,event_msg,23756,23236,4992,520,18244,,,
rollout-2026-06-28T14-19-34-019f0fac-2c1d-74a0-ad8d-7323e42c5980.jsonl,2026-06-28T19:19:56.548Z,19,event_msg,23756,23236,4992,520,18244,0,0,0
